,title,release_year,locations,Input Name,Best Guess,Unnamed: 0,index,eas_baseid,address,address_number,street_name,street_type,zip_code,cnn,longitude,latitude,point,supdist,supdistpad,numbertext,nhood,data_as_of,data_loaded_at,address_number_suffix,complete_landmark_name,release_decade
1078,The Phone/Jexi,2019,embarcadero btwn rincon park and pier 23,embarcadero btwn rincon park and pier 23,26 the embarcadero,111458.0,1458.0,364871.0,26 the embarcadero,26.0,embarcadero,,94105.0,12553103.0,-122.39385371,37.79419169,"{'type': 'Point', 'coordinates': [-122.393853705, 37.794191691]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1079,"Murder in the First, Season 1",2014,alamo square park,alamo square park,131 a park st,24453.0,4453.0,483105.0,131 a park st,131.0,park,st,94110.0,10262000.0,-122.42279094,37.7369627,"{'type': 'Point', 'coordinates': [-122.422790942, 37.736962702]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Bernal Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1080,Tales of the City,2019,montgomery and vallejo,montgomery and vallejo,1 montgomery st,74375.0,4375.0,281209.0,1 montgomery st,1.0,montgomery,st,94104.0,9297000.0,-122.4024186,37.78924955,"{'type': 'Point', 'coordinates': [-122.402418596, 37.789249549]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1081,Nine Months,1995,chrissy field,chrissy field,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
1082,Venom,2018,grant ave at green st,grant ave at green st,304 a green st,123559.0,3559.0,447814.0,304 a green st,304.0,green,st,94133.0,6444001.0,-122.40456553,37.80025835,"{'type': 'Point', 'coordinates': [-122.404565533, 37.800258347]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1083,Big Eyes,2014,green st. & grant ave.,green st. & grant ave.,304 a green st,123559.0,3559.0,447814.0,304 a green st,304.0,green,st,94133.0,6444001.0,-122.40456553,37.80025835,"{'type': 'Point', 'coordinates': [-122.404565533, 37.800258347]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1084,On the Road,2012,sacramento & montgomery streets,sacramento & montgomery streets,101 sacramento st,1713.0,1713.0,446295.0,101 sacramento st,101.0,sacramento,st,94111.0,11220000.0,-122.39683454,37.79442448,"{'type': 'Point', 'coordinates': [-122.396834537, 37.794424485]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1085,40 Days and 40 Nights,2002,café trieste (609 vallejo),café trieste (609 vallejo),409 a vallejo st,151348.0,1348.0,448238.0,409 a vallejo st,409.0,vallejo,st,94133.0,13087001.0,-122.40443039,37.79896633,"{'type': 'Point', 'coordinates': [-122.404430393, 37.798966326]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2000
1086,Always Be My Maybe,2019,pier 7,pier 7,Empty,,,,,,,,,,,,,,,,nan,,,,,2010
1087,City of Angels,1998,san francisco public library main branch (100 larkin street),san francisco public library main branch (100 larkin street),1076 a francisco st,5271.0,271.0,464763.0,1076 a francisco st,1076.0,francisco,st,94109.0,5769003.0,-122.42284727,37.80378149,"{'type': 'Point', 'coordinates': [-122.422847265, 37.803781492]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Russian Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1990
1088,The Lady from Shanghai,1947,former hall of justice (750 kearny street at washington),former hall of justice (750 kearny street at washington),1570 a washington st,46899.0,1899.0,421547.0,1570 a washington st,1570.0,washington,st,94109.0,13430000.0,-122.41909358,37.79372604,"{'type': 'Point', 'coordinates': [-122.419093577, 37.793726043]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,,1940
1089,Etruscan Smile,2017,225 california street,225 california street,2215 california st,86433.0,1433.0,287021.0,2215 california st,2215.0,california,st,94115.0,3555000.0,-122.43109943,37.78894423,"{'type': 'Point', 'coordinates': [-122.431099428, 37.788944232]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1090,Goliath- Season 4,2021,hyde and lombard,hyde and lombard,819 d lombard st,210325.0,325.0,493042.0,819 d lombard st,819.0,lombard,st,94133.0,8446000.0,-122.41506986,37.80226449,"{'type': 'Point', 'coordinates': [-122.415069858, 37.802264492]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,D,,2020
1091,Chance Season 2,2017,haight st at ashbury st,haight st at ashbury st,57 a haight st,181464.0,1464.0,455705.0,57 a haight st,57.0,haight,st,94102.0,6603000.0,-122.4229983,37.77280807,"{'type': 'Point', 'coordinates': [-122.422998297, 37.772808071]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Hayes Valley,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1092,GirlBoss,2017,"underground sf, 424 haight st.","underground sf, 424 haight st.",424 haight st,155144.0,144.0,289521.0,424 haight st,424.0,haight,st,94117.0,6607000.0,-122.42936237,37.7725314,"{'type': 'Point', 'coordinates': [-122.429362371, 37.772531406]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Hayes Valley,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1093,Looking Season 2 ep 202,2015,church @ duboce street,church @ duboce street,350 d church st,137442.0,2442.0,359578.0,350 d church st,350.0,church,st,94114.0,4011000.0,-122.42907664,37.76506233,"{'type': 'Point', 'coordinates': [-122.429076639, 37.765062328]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,D,,2010
1094,The Internship,2013,grant ave from sacramento to clay,grant ave from sacramento to clay,1359 a sacramento st,28398.0,3398.0,446858.0,1359 a sacramento st,1359.0,sacramento,st,94109.0,11242000.0,-122.41525105,37.79205318,"{'type': 'Point', 'coordinates': [-122.415251054, 37.792053184]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1095,On the Road,2012,filbert & leavenworth streets,filbert & leavenworth streets,40 leavenworth st,151641.0,1641.0,446910.0,40 leavenworth st,40.0,leavenworth,st,94102.0,8237000.0,-122.41339705,37.78052657,"{'type': 'Point', 'coordinates': [-122.413397046, 37.780526567]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1096,James and the Giant Peach,1996,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
1097,Bitter Melon,2018,788 minna st,788 minna st,788 minna st,207306.0,2306.0,478987.0,788 minna st,788.0,minna,st,94103.0,9049000.0,-122.41402019,37.77602977,"{'type': 'Point', 'coordinates': [-122.414020186, 37.776029767]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1098,Red Widow,2013,montgomery & market streets,montgomery & market streets,1 montgomery st,74375.0,4375.0,281209.0,1 montgomery st,1.0,montgomery,st,94104.0,9297000.0,-122.4024186,37.78924955,"{'type': 'Point', 'coordinates': [-122.402418596, 37.789249549]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1099,Pushing Dead,2016,"daniel's pharmacy, 943 geneva ave","daniel's pharmacy, 943 geneva ave",943 geneva ave,220561.0,561.0,452733.0,943 geneva ave,943.0,geneva,ave,94112.0,6138101.0,-122.44029302,37.71637914,"{'type': 'Point', 'coordinates': [-122.440293023, 37.716379141]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Excelsior,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1100,Midnight Lace,1960,"fairmont hotel (950 mason street, nob hill)","fairmont hotel (950 mason street, nob hill)",950 mason st,221075.0,1075.0,280508.0,950 mason st,950.0,mason,st,94108.0,8812000.0,-122.41067191,37.79217524,"{'type': 'Point', 'coordinates': [-122.410671906, 37.792175242]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1960
1101,Shit and Champagne,2020,2644 mission st,2644 mission st,2644 mission st,109157.0,4157.0,488619.0,2644 mission st,2644.0,mission,st,94110.0,9124000.0,-122.41904713,37.75469774,"{'type': 'Point', 'coordinates': [-122.41904713, 37.754697736]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2020
1102,Shit and Champagne,2020,burns pl. alley at 11th st,burns pl. alley at 11th st,120 11th st,13806.0,3806.0,357825.0,120 11th st,120.0,11th,st,94103.0,509000.0,-122.4169244,37.77384287,"{'type': 'Point', 'coordinates': [-122.416924402, 37.773842869]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2020
1103,"Looking ""Special""",2016,1080 natoma street,1080 natoma street,108 natoma st,5974.0,974.0,505688.0,108 natoma st,108.0,natoma,st,94105.0,9508000.0,-122.39898664,37.78712855,"{'type': 'Point', 'coordinates': [-122.398986638, 37.787128555]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2010
1104,Alexander's Ragtime Band,1938,san francisco bay,san francisco bay,2 francisco st,121505.0,1505.0,275975.0,2 francisco st,2.0,francisco,st,94111.0,5754000.0,-122.40511883,37.80597054,"{'type': 'Point', 'coordinates': [-122.40511883, 37.805970537]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1930
1105,Indiana Jones and the Last Crusade,1989,administration building (treasure island),administration building (treasure island),39 treasure island rd,149268.0,4268.0,505515.0,39 treasure island rd,39.0,treasure island,rd,94130.0,14305000.0,-122.37092258,37.81721955,"{'type': 'Point', 'coordinates': [-122.370922579, 37.817219555]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Treasure Island,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1980
1106,Vertigo,1958,san francisco drydock (20th and illinois streets),san francisco drydock (20th and illinois streets),370 a francisco st,142865.0,2865.0,276017.0,370 a francisco st,370.0,francisco,st,94133.0,5760000.0,-122.41133108,37.80523289,"{'type': 'Point', 'coordinates': [-122.411331083, 37.805232888]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,A,,1950
1107,Looking,2014,mission arts center,mission arts center,760 c mission st,204521.0,4521.0,470010.0,760 c mission st,760.0,mission,st,94103.0,9095202.0,-122.40439104,37.78539565,"{'type': 'Point', 'coordinates': [-122.404391042, 37.785395654]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,C,,2010
1108,Etruscan Smile,2017,3rd street between market & harrison,3rd street between market & harrison,3037 b harrison st,123243.0,3243.0,505707.0,3037 b harrison st,3037.0,harrison,st,94110.0,6759002.0,-122.41106808,37.748877,"{'type': 'Point', 'coordinates': [-122.411068084, 37.748876999]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,B,,2010
1109,Thief of Hearts,1984,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,1980
1110,The Matrix Resurrections,2021,"sansome, sacramento, and california","sansome, sacramento, and california",1 california st,74109.0,4109.0,280800.0,1 california st,1.0,california,st,94111.0,3524000.0,-122.39704304,37.79321375,"{'type': 'Point', 'coordinates': [-122.397043036, 37.793213746]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2020
1111,Sphere,1998,s.s. jeremiah o'brien,s.s. jeremiah o'brien,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
1112,Always Be My Maybe,2019,"fort point (presidio, golden gate national recreation area)","fort point (presidio, golden gate national recreation area)",1521 b golden gate ave,42689.0,2689.0,472328.0,1521 b golden gate ave,1521.0,golden gate,ave,94115.0,6273000.0,-122.43627915,37.77885305,"{'type': 'Point', 'coordinates': [-122.436279145, 37.778853053]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,2010
1113,Blue Jasmine,2013,heald college,heald college,1 college ter,74149.0,4149.0,405820.0,1 college ter,1.0,college,ter,94112.0,4268000.0,-122.42600386,37.73429927,"{'type': 'Point', 'coordinates': [-122.426003856, 37.734299275]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Bernal Heights,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1114,"Looking ""Special""",2016,van ness and market street muni exit,van ness and market street muni exit,27 a van ness ave,115076.0,76.0,477406.0,27 a van ness ave,27.0,van ness,ave,94102.0,13143102.0,-122.41986139,37.77563611,"{'type': 'Point', 'coordinates': [-122.419861392, 37.775636108]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Hayes Valley,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1115,Sense8 - Season 2,2016,green between kearny and montgomery,green between kearny and montgomery,845 a montgomery st,213033.0,3033.0,473820.0,845 a montgomery st,845.0,montgomery,st,94133.0,9308000.0,-122.40390055,37.79691392,"{'type': 'Point', 'coordinates': [-122.403900552, 37.796913923]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1116,Vertigo,1958,york hotel (940 sutter street),york hotel (940 sutter street),940 sutter st,220443.0,443.0,281040.0,940 sutter st,940.0,sutter,st,94109.0,12327000.0,-122.41592833,37.78857633,"{'type': 'Point', 'coordinates': [-122.415928331, 37.78857633]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1950
1117,Basic Instinct,1992,2930 vallejo street,2930 vallejo street,2930 vallejo st,119614.0,4614.0,291417.0,2930 vallejo st,2930.0,vallejo,st,94123.0,13123000.0,-122.44570408,37.79416445,"{'type': 'Point', 'coordinates': [-122.445704076, 37.794164452]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1990
1118,"Murder in the First, Season 1",2014,1821 alabama street,1821 alabama street,1821 alabama st,64263.0,4263.0,380108.0,1821 alabama st,1821.0,alabama,st,94110.0,2128000.0,-122.41009012,37.74400359,"{'type': 'Point', 'coordinates': [-122.410090122, 37.744003592]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Bernal Heights,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1119,GirlBoss,2017,"boulevard restaurant, 1 mission st.","boulevard restaurant, 1 mission st.",1021 a mission st,1877.0,1877.0,490883.0,1021 a mission st,1021.0,mission,st,94103.0,9100000.0,-122.40890763,37.78033662,"{'type': 'Point', 'coordinates': [-122.408907625, 37.780336617]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1120,Bullitt,1968,kennedy hotel (226 embarcadero at howard street),kennedy hotel (226 embarcadero at howard street),226 the embarcadero,89797.0,4797.0,365673.0,226 the embarcadero,226.0,embarcadero,,94105.0,12551102.0,-122.39087216,37.79181693,"{'type': 'Point', 'coordinates': [-122.390872157, 37.791816932]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1960
1121,Women is Losers,2020,110 pierce st,110 pierce st,110 pierce st,7518.0,2518.0,289762.0,110 pierce st,110.0,pierce,st,94117.0,10418000.0,-122.43330082,37.77105605,"{'type': 'Point', 'coordinates': [-122.433300819, 37.771056055]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Haight Ashbury,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2020
1122,The Dead Pool,1988,carl & cole streets (cole valley),carl & cole streets (cole valley),30 a valley st,124803.0,4803.0,503565.0,30 a valley st,30.0,valley,st,94110.0,13125000.0,-122.42301293,37.7449671,"{'type': 'Point', 'coordinates': [-122.423012928, 37.744967103]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Noe Valley,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,,1980
1123,Jade,1995,"japanese tea garden (hagiwara tea garden drive, golden gate park)","japanese tea garden (hagiwara tea garden drive, golden gate park)",50 hagiwara tea garden dr,170020.0,20.0,483132.0,50 hagiwara tea garden dr,50.0,hagiwara tea garden,dr,94118.0,12012000.0,-122.46828221,37.77167719,"{'type': 'Point', 'coordinates': [-122.468282206, 37.771677186]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,Golden Gate Park,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,de Young Museum,1990
1124,The Last Black Man in San Francisco,2019,illinois st btwn marin and amador,illinois st btwn marin and amador,1301 a illinois st,22908.0,2908.0,485551.0,1301 a illinois st,1301.0,illinois,st,94107.0,7172000.0,-122.38647975,37.75511243,"{'type': 'Point', 'coordinates': [-122.386479747, 37.75511243]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1125,Vertigo,1958,1007 gough street,1007 gough street,100 gough st,713.0,713.0,484052.0,100 gough st,100.0,gough,st,94102.0,6313000.0,-122.4223042,37.77424642,"{'type': 'Point', 'coordinates': [-122.422304203, 37.77424642]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Hayes Valley,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1950
1126,Shit and Champagne,2020,2 mint plaza,2 mint plaza,2 mint plz,121636.0,1636.0,475288.0,2 mint plz,2.0,mint,plz,94103.0,7521000.0,-122.40756403,37.78311559,"{'type': 'Point', 'coordinates': [-122.407564032, 37.783115594]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2020
1127,Edtv,1999,palace of fine arts (3301 lyon street),palace of fine arts (3301 lyon street),3301 lyon st,131399.0,1399.0,454272.0,3301 lyon st,3301.0,lyon,st,94123.0,8584000.0,-122.44829559,37.80188372,"{'type': 'Point', 'coordinates': [-122.448295586, 37.801883717]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Marina,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1990
1128,Knife Fight,2013,green & laguna streets,green & laguna streets,4 laguna st,168445.0,3445.0,499768.0,4 laguna st,4.0,laguna,st,94102.0,7939000.0,-122.4249285,37.77090489,"{'type': 'Point', 'coordinates': [-122.424928495, 37.77090489]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Hayes Valley,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,,,2010
1129,The Enforcer,1976,alcatraz island,alcatraz island,Empty,,,,,,,,,,,,,,,,nan,,,,,1970
1130,Chance- Season 1 ep102,2016,"state garage, 818 leavenworth","state garage, 818 leavenworth",818 leavenworth st,210253.0,253.0,281068.0,818 leavenworth st,818.0,leavenworth,st,94109.0,8246000.0,-122.41490667,37.78880798,"{'type': 'Point', 'coordinates': [-122.414906667, 37.788807983]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1131,Haiku Tunnel,2001,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,2000
1132,Edtv,1999,"center for the arts, yerba buena gardens (701 mission street)","center for the arts, yerba buena gardens (701 mission street)",1 yerba buena rd,74588.0,4588.0,502574.0,1 yerba buena rd,1.0,yerba buena,rd,94130.0,14228000.0,-122.36696968,37.81102364,"{'type': 'Point', 'coordinates': [-122.366969682, 37.81102364]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Treasure Island,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1990
1133,Chance Season 2,2017,jefferson st at taylor st,jefferson st at taylor st,1 jefferson st,74279.0,4279.0,461105.0,1 jefferson st,1.0,jefferson,st,94133.0,7455000.0,-122.4132503,37.80805367,"{'type': 'Point', 'coordinates': [-122.413250304, 37.808053668]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1134,Point Blank,1967,"fort point (presidio, golden gate national recreation area)","fort point (presidio, golden gate national recreation area)",1521 b golden gate ave,42689.0,2689.0,472328.0,1521 b golden gate ave,1521.0,golden gate,ave,94115.0,6273000.0,-122.43627915,37.77885305,"{'type': 'Point', 'coordinates': [-122.436279145, 37.778853053]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,1960
1135,Star Trek IV: The Voyage Home,1986,golden gate park,golden gate park,35 golden gate ave,139814.0,4814.0,504218.0,35 golden gate ave,35.0,golden gate,ave,94102.0,6259000.0,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1980
