,title,release_year,locations,Input Name,Best Guess,index,eas_baseid,address,address_number,street_name,street_type,zip_code,cnn,longitude,latitude,point,supdist,supdistpad,numbertext,nhood,data_as_of,data_loaded_at,address_number_suffix,complete_landmark_name
982,The Last Black Man in San Francisco,2019,folsom btwn cortland and eugenia ave,folsom btwn cortland and eugenia ave,906 b cortland ave,2921.0,493206,906 b cortland ave,906,cortland,ave,94110,4430000,-122.41364566,37.73885628,"{'type': 'Point', 'coordinates': [-122.413645664, 37.738856286]}",SUPERVISORIAL DISTRICT 9,09,NINE,Bernal Heights,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,B,
983,Cardinal X,2015,1465 revere avenue between keith and jennings,1465 revere avenue between keith and jennings,1655 a revere ave,3217.0,505598,1655 a revere ave,1655,revere,ave,94124,10978000,-122.39120977,37.73195228,"{'type': 'Point', 'coordinates': [-122.391209765, 37.731952278]}",SUPERVISORIAL DISTRICT 10,10,TEN,Bayview Hunters Point,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,
984,Pleasure of His Company,1961,grace cathedral episcopal church (1100 california street),grace cathedral episcopal church (1100 california street),1100 california st,1858.0,458811,1100 california st,1100,california,st,94108,3543000,-122.41338323,37.79200776,"{'type': 'Point', 'coordinates': [-122.413383231, 37.792007757]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
985,Fearless,1993,folsom street & embarcadero,folsom street & embarcadero,0 the embarcadero,21.0,481023,0 the embarcadero,0,embarcadero,,94105,12549201,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
986,American Graffiti,1973,"mel's drive-in (corner of van ness & mission street, mission district)","mel's drive-in (corner of van ness & mission street, mission district)",760 c mission st,4521.0,470010,760 c mission st,760,mission,st,94103,9095202,-122.40439104,37.78539565,"{'type': 'Point', 'coordinates': [-122.404391042, 37.785395654]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,C,
987,The Phone/Jexi,2019,vallejo at montgomery st,vallejo at montgomery st,1 montgomery st,4375.0,281209,1 montgomery st,1,montgomery,st,94104,9297000,-122.4024186,37.78924955,"{'type': 'Point', 'coordinates': [-122.402418596, 37.789249549]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
988,Cardinal X,2015,3639 taraval st,3639 taraval st,3639 taraval st,1138.0,336504,3639 taraval st,3639,taraval,st,94116,12423000,-122.50532574,37.74157174,"{'type': 'Point', 'coordinates': [-122.505325736, 37.741571745]}",SUPERVISORIAL DISTRICT 4,04,FOUR,Sunset/Parkside,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
989,Invasion of the Body Snatchers,1978,transamerica building (600 montgomery street at clay),transamerica building (600 montgomery street at clay),600 montgomery st,4082.0,279845,600 montgomery st,600,montgomery,st,94111,9305000,-122.40273227,37.79515656,"{'type': 'Point', 'coordinates': [-122.40273227, 37.795156562]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,Transamerica Pyramid
990,Age of Adaline,2015,plate shots sf streets various,plate shots sf streets various,1 rio ct,4442.0,350245,1 rio ct,1,rio,ct,94127,11034000,-122.44525661,37.73850059,"{'type': 'Point', 'coordinates': [-122.445256611, 37.738500589]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
991,"Looking ""Special""",2016,10th street between market & mission,10th street between market & mission,1021 a mission st,1877.0,490883,1021 a mission st,1021,mission,st,94103,9100000,-122.40890763,37.78033662,"{'type': 'Point', 'coordinates': [-122.408907625, 37.780336617]}",SUPERVISORIAL DISTRICT 6,06,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
992,Sense8,2015,18th street between guerrero and valencia streets,18th street between guerrero and valencia streets,1138 a valencia st,4549.0,491440,1138 a valencia st,1138,valencia,st,94110,13071000,-122.42119958,37.75468492,"{'type': 'Point', 'coordinates': [-122.421199576, 37.754684916]}",SUPERVISORIAL DISTRICT 9,09,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
993,The Game,1997,presidio (golden gate national recreation area),presidio (golden gate national recreation area),35 golden gate ave,4814.0,504218,35 golden gate ave,35,golden gate,ave,94102,6259000,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
994,When We Rise,2017,"twin peaks bar, 401 castro","twin peaks bar, 401 castro",401 twin peaks blvd,54.0,345127,401 twin peaks blvd,401,twin peaks,blvd,94114,12767000,-122.44683171,37.7567298,"{'type': 'Point', 'coordinates': [-122.44683171, 37.7567298]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
995,A Night Full of Rain,1978,embarcadero freeway,embarcadero freeway,0 the embarcadero,21.0,481023,0 the embarcadero,0,embarcadero,,94105,12549201,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
996,The Candidate,1972,"westin st. francis hotel (335 powell street, union square)","westin st. francis hotel (335 powell street, union square)",2033 a powell st,1636.0,477458,2033 a powell st,2033,powell,st,94133,10700000,-122.41175848,37.80338618,"{'type': 'Point', 'coordinates': [-122.411758477, 37.803386178]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
997,Steve Jobs,2015,war memorial opera house (401 van ness avenue),war memorial opera house (401 van ness avenue),401 van ness ave,62.0,454214,401 van ness ave,401,van ness,ave,94102,13146101,-122.42051342,37.77946222,"{'type': 'Point', 'coordinates': [-122.42051342, 37.779462224]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Hayes Valley,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
998,The Pursuit of Happyness,2006,glide memorial church (434 ellis st),glide memorial church (434 ellis st),350 d church st,2442.0,359578,350 d church st,350,church,st,94114,4011000,-122.42907664,37.76506233,"{'type': 'Point', 'coordinates': [-122.429076639, 37.765062328]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,D,
999,Invasion of the Body Snatchers,1978,lafayette park (pacific heights),lafayette park (pacific heights),714 a pacific ave,3198.0,452640,714 a pacific ave,714,pacific,ave,94133,10127000,-122.40723028,37.79701014,"{'type': 'Point', 'coordinates': [-122.40723028, 37.797010144]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1000,Looking Season 2 ep 210,2015,"mission rec center, 2450 harrison street","mission rec center, 2450 harrison street",2450 harrison st,4665.0,362566,2450 harrison st,2450,harrison,st,94110,6753000,-122.41258602,37.75814873,"{'type': 'Point', 'coordinates': [-122.412586022, 37.758148734]}",SUPERVISORIAL DISTRICT 9,09,NINE,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1001,The Dead Pool,1988,710 steiner street (hayes valley),710 steiner street (hayes valley),210 a valley st,416.0,403852,210 a valley st,210,valley,st,94131,13127000,-122.42730182,37.74470917,"{'type': 'Point', 'coordinates': [-122.427301817, 37.744709169]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Noe Valley,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,
1002,Jade,1995,washington square (north beach),washington square (north beach),738 a washington st,1487.0,476781,738 a washington st,738,washington,st,94108,13411000,-122.4057807,37.79548406,"{'type': 'Point', 'coordinates': [-122.405780694, 37.79548406]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1003,Big Eyes,2014,saints peter & paul church,saints peter & paul church,350 e church st,2448.0,359579,350 e church st,350,church,st,94114,4011000,-122.42907664,37.76506233,"{'type': 'Point', 'coordinates': [-122.429076639, 37.765062328]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,E,
1004,Pushing Dead,2016,"cordova market, 301 rolph street, san francisco","cordova market, 301 rolph street, san francisco",370 a francisco st,2865.0,276017,370 a francisco st,370,francisco,st,94133,5760000,-122.41133108,37.80523289,"{'type': 'Point', 'coordinates': [-122.411331083, 37.805232888]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,A,
1005,Women is Losers,2020,3202 folsom st,3202 folsom st,3202 folsom st,3310.0,484442,3202 folsom st,3202,folsom,st,94110,5703000,-122.41375188,37.74709098,"{'type': 'Point', 'coordinates': [-122.413751882, 37.747090981]}",SUPERVISORIAL DISTRICT 9,09,NINE,Bernal Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1006,Golden Gate,1994,ross alley (chinatown),ross alley (chinatown),8 ross aly,2456.0,279768,8 ross aly,8,ross,aly,94108,11165000,-122.40720564,37.79541789,"{'type': 'Point', 'coordinates': [-122.407205637, 37.795417892]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1007,Woman on the Run,1950,835-865 market street at 5th street,835-865 market street at 5th street,3565 market st,4048.0,345354,3565 market st,3565,market,st,94114,8776102,-122.44100439,37.75648558,"{'type': 'Point', 'coordinates': [-122.441004384, 37.756485582]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Twin Peaks,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1008,Surface,2022,leavenworth street between greenwich and filbert,leavenworth street between greenwich and filbert,921 e leavenworth st,4104.0,458681,921 e leavenworth st,921,leavenworth,st,94109,8247000,-122.41570126,37.78960774,"{'type': 'Point', 'coordinates': [-122.415701254, 37.789607746]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,
1009,Steve Jobs,2015,jackson st. from mason st. to powell st.,jackson st. from mason st. to powell st.,114 a powell st,210.0,456677,114 a powell st,114,powell,st,94102,10676000,-122.4077859,37.78586498,"{'type': 'Point', 'coordinates': [-122.407785894, 37.785864978]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1010,Birth of the Dragon,2016,leavenworth at union,leavenworth at union,40 leavenworth st,1641.0,446910,40 leavenworth st,40,leavenworth,st,94102,8237000,-122.41339705,37.78052657,"{'type': 'Point', 'coordinates': [-122.413397046, 37.780526567]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1011,I Am Michael,2015,flint & 16th (castro),flint & 16th (castro),160 castro st,4588.0,342030,160 castro st,160,castro,st,94114,3785000,-122.43587321,37.76625533,"{'type': 'Point', 'coordinates': [-122.435873204, 37.766255331]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1012,Days of Wine and Roses,1962,Empty,Empty,Empty,,,,,,,,,,,,,,,,,,,
1013,"Looking ""Special""",2016,17th & market street,17th & market street,717 market st,3564.0,449406,717 market st,717,market,st,94103,8745101,-122.40394101,37.78701519,"{'type': 'Point', 'coordinates': [-122.403941011, 37.787015194]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1014,Sense8,2015,s. van ness,s. van ness,11 van ness ave,3640.0,289142,11 van ness ave,11,van ness,ave,94102,13143102,-122.41986139,37.77563611,"{'type': 'Point', 'coordinates': [-122.419861392, 37.775636108]}",SUPERVISORIAL DISTRICT 6,06,SIX,Hayes Valley,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1015,The Dead Pool,1988,"silver restaurant (737 washington street, chinatown)","silver restaurant (737 washington street, chinatown)",738 a washington st,1487.0,476781,738 a washington st,738,washington,st,94108,13411000,-122.4057807,37.79548406,"{'type': 'Point', 'coordinates': [-122.405780694, 37.79548406]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1016,Chance Season 2,2017,20th st between church and dolores st,20th st between church and dolores st,820 a dolores st,589.0,363063,820 a dolores st,820,dolores,st,94110,4875201,-122.42599711,37.75619819,"{'type': 'Point', 'coordinates': [-122.425997104, 37.756198196]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Noe Valley,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,
1017,D.O.A,1950,westin st. francis hotel (335 powell street),westin st. francis hotel (335 powell street),2033 a powell st,1636.0,477458,2033 a powell st,2033,powell,st,94133,10700000,-122.41175848,37.80338618,"{'type': 'Point', 'coordinates': [-122.411758477, 37.803386178]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1018,Basic Instinct,1992,gibb street (chinatown),gibb street (chinatown),1 ina ct,4271.0,388980,1 ina ct,1,ina,ct,94112,7182000,-122.42432421,37.72377167,"{'type': 'Point', 'coordinates': [-122.424324209, 37.72377167]}",SUPERVISORIAL DISTRICT 11,11,ELEVEN,Excelsior,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1019,The Enforcer,1976,coit tower,coit tower,Empty,,,,,,,,,,,,,,,,,,,
1020,DEVS,2020,25th btwn pennsylvania and indiana,25th btwn pennsylvania and indiana,254 pennsylvania ave,4548.0,367031,254 pennsylvania ave,254,pennsylvania,ave,94107,10332001,-122.39399219,37.76327108,"{'type': 'Point', 'coordinates': [-122.393992193, 37.763271077]}",SUPERVISORIAL DISTRICT 10,10,TEN,Potrero Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1021,Basic Instinct,1992,hall of justice (850 bryant street),hall of justice (850 bryant street),850 bryant st,3609.0,454064,850 bryant st,850,bryant,st,94103,3291000,-122.40378562,37.77528291,"{'type': 'Point', 'coordinates': [-122.403785618, 37.775282906]}",SUPERVISORIAL DISTRICT 6,06,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,Thomas J. Cahill Hall of Justice
1022,Nine Months,1995,wasteland store (1600 haight street),wasteland store (1600 haight street),1600 haight st,4047.0,297849,1600 haight st,1600,haight,st,94117,6620000,-122.44891927,37.76996479,"{'type': 'Point', 'coordinates': [-122.448919268, 37.769964792]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Haight Ashbury,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1023,The Wedding Planner,2001,"the music concourse (martin luther king, jr. drive, golden gate park)","the music concourse (martin luther king, jr. drive, golden gate park)",55 music concourse dr,3731.0,483130,55 music concourse dr,55,music concourse,dr,94118,4324002,-122.46630274,37.77005418,"{'type': 'Point', 'coordinates': [-122.466302735, 37.770054176]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,Golden Gate Park,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,California Academy of Sciences
1024,Nora Prentiss,1947,belgravia apartments (795 sutter street at jones),belgravia apartments (795 sutter street at jones),875 a sutter st,617.0,452688,875 a sutter st,875,sutter,st,94109,12326000,-122.41468266,37.78823461,"{'type': 'Point', 'coordinates': [-122.414682662, 37.788234606]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1025,The Phone/Jexi,2019,zoe st btwn brannan and freelon st,zoe st btwn brannan and freelon st,1 freelon st,4216.0,505058,1 freelon st,1,freelon,st,94107,5857000,-122.3959018,37.7795939,"{'type': 'Point', 'coordinates': [-122.395901802, 37.779593905]}",SUPERVISORIAL DISTRICT 6,06,SIX,South of Market,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
1026,"Looking ""Special""",2016,"the end up, 401 6th streeet","the end up, 401 6th streeet",Empty,,,,,,,,,,,,,,,,,,,
1027,This Is Us,2022,pier 39,pier 39,Empty,,,,,,,,,,,,,,,,,,,
1028,Nash Bridges,2021,"1040 columbus avenue, kennedy's","1040 columbus avenue, kennedy's",1040 columbus ave,3228.0,276168,1040 columbus ave,1040,columbus,ave,94133,4303000,-122.41526239,37.80417224,"{'type': 'Point', 'coordinates': [-122.415262388, 37.804172245]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1029,Nine Months,1995,marathon plaza (303 2nd street),marathon plaza (303 2nd street),2 plaza st,1690.0,347719,2 plaza st,2,plaza,st,94116,10508000,-122.46000162,37.749017,"{'type': 'Point', 'coordinates': [-122.460001623, 37.749016998]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
1030,Chance - Season 1ep105,2016,private alley along 20th st. between tennessee and minnesota,private alley along 20th st. between tennessee and minnesota,1053 a tennessee st,3997.0,491884,1053 a tennessee st,1053,tennessee,st,94107,12486000,-122.38891593,37.75865913,"{'type': 'Point', 'coordinates': [-122.388915933, 37.758659128]}",SUPERVISORIAL DISTRICT 10,10,TEN,Potrero Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
1031,Ant-Man and the Wasp,2018,544 jones,544 jones,544 jones st,1162.0,469989,544 jones st,544,jones,st,94102,7570000,-122.41278158,37.78636174,"{'type': 'Point', 'coordinates': [-122.412781583, 37.786361746]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1032,Junior,1994,2552 hyde street,2552 hyde street,2552 hyde st,4735.0,276104,2552 hyde st,2552,hyde,st,94109,7148000,-122.4198716,37.80456089,"{'type': 'Point', 'coordinates': [-122.419871602, 37.804560889]}",SUPERVISORIAL DISTRICT 3,03,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1033,Birdman of Alcatraz,1962,pier 43 1/2,pier 43 1/2,Empty,,,,,,,,,,,,,,,,,,,
1034,Bullitt,1968,intersection of york & peralta (bernal heights),intersection of york & peralta (bernal heights),10 bernal heights blvd,1439.0,456072,10 bernal heights blvd,10,bernal heights,blvd,94110,2941000,-122.41516146,37.74306147,"{'type': 'Point', 'coordinates': [-122.415161463, 37.743061471]}",SUPERVISORIAL DISTRICT 9,09,NINE,Bernal Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
1035,Invasion of the Body Snatchers,1978,1227 montgomery street (telegraph hill),1227 montgomery street (telegraph hill),1227 montgomery st,1178.0,277673,1227 montgomery st,1227,montgomery,st,94133,9313000,-122.40453683,37.80043596,"{'type': 'Point', 'coordinates': [-122.404536829, 37.800435958]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
1036,Vertigo,1958,ernie's restaurant (847 montgomery street),ernie's restaurant (847 montgomery street),845 e montgomery st,3062.0,477295,845 e montgomery st,845,montgomery,st,94133,9308000,-122.40390055,37.79691392,"{'type': 'Point', 'coordinates': [-122.403900552, 37.796913923]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,
1037,Time After Time,1979,palace of fine arts (3301 lyon street),palace of fine arts (3301 lyon street),3301 lyon st,1399.0,454272,3301 lyon st,3301,lyon,st,94123,8584000,-122.44829559,37.80188372,"{'type': 'Point', 'coordinates': [-122.448295586, 37.801883717]}",SUPERVISORIAL DISTRICT 2,02,TWO,Marina,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
